Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,124.5,124.7300033569336,122.94000244140625,123.41000366210938,109.08100128173828,8130800
2020-01-03,122.16000366210938,123.52999877929688,121.86000061035156,122.58000183105469,108.34736633300781,7970500
2020-01-06,122.56999969482422,123.19000244140625,122.37999725341797,122.75,108.49762725830078,6674400
2020-01-07,122.87999725341797,123.20999908447266,121.87000274658203,121.98999786376953,107.82588958740234,7583400
2020-01-08,122.19000244140625,123.43000030517578,122.0,122.51000213623047,108.28549194335938,5385100
2020-01-09,122.51000213623047,123.87999725341797,122.51000213623047,123.8499984741211,109.46991729736328,5944000
2020-01-10,123.9000015258789,124.31999969482422,123.30000305175781,123.97000122070312,109.57597351074219,3927100
2020-01-13,124.0,124.9000015258789,123.80999755859375,124.87999725341797,110.38030242919922,8409200
2020-01-14,124.6500015258789,125.19999694824219,124.4800033569336,124.69000244140625,110.21237182617188,7829700
2020-01-15,125.05999755859375,126.12000274658203,125.01000213623047,125.95999908447266,111.33492279052734,4843700
2020-01-16,126.11000061035156,126.77999877929688,125.58999633789062,126.06999969482422,111.43212890625,6233700
2020-01-17,126.3499984741211,127.0,125.87999725341797,126.41000366210938,111.73267364501953,11315200
2020-01-21,126.41000366210938,126.62000274658203,124.83999633789062,126.08999633789062,111.4498062133789,8553100
2020-01-22,126.33000183105469,126.68000030517578,125.83000183105469,126.30999755859375,111.64427185058594,7396700
2020-01-23,124.30000305175781,126.55000305175781,123.6500015258789,124.98999786376953,111.13390350341797,11096500
2020-01-24,125.22000122070312,126.79000091552734,124.7699966430664,125.13999938964844,111.26727294921875,9508600
2020-01-27,124.75,126.38999938964844,124.75,125.69000244140625,111.75631713867188,9338400
2020-01-28,125.93000030517578,126.9800033569336,125.72000122070312,126.02999877929688,112.05863189697266,6200200
2020-01-29,125.91000366210938,126.06999969482422,125.02999877929688,125.05999755859375,111.19613647460938,5271000
2020-01-30,124.79000091552734,126.05999755859375,124.41999816894531,125.94999694824219,111.98748779296875,5894400
2020-01-31,125.98999786376953,126.94999694824219,124.45999908447266,124.62000274658203,110.804931640625,6612900
2020-02-03,124.66000366210938,125.94999694824219,124.48999786376953,125.11000061035156,111.2406005859375,6052300
2020-02-04,125.70999908447266,127.3499984741211,125.36000061035156,125.66000366210938,111.7296371459961,6512200
2020-02-05,125.91000366210938,127.05999755859375,125.4000015258789,126.80999755859375,112.75213623046875,6125400
2020-02-06,126.9000015258789,128.08999633789062,126.5999984741211,127.13999938964844,113.04557800292969,9102700
2020-02-07,127.19000244140625,127.2699966430664,126.05000305175781,126.08000183105469,112.10306549072266,5915100
2020-02-10,126.45999908447266,126.83000183105469,125.76000213623047,126.16999816894531,112.18311309814453,5216100
2020-02-11,126.2699966430664,126.2699966430664,124.02999877929688,124.16000366210938,110.39591979980469,6105700
2020-02-12,123.68000030517578,123.97000122070312,122.8499984741211,123.44999694824219,109.7646255493164,6031700
2020-02-13,123.7300033569336,125.27999877929688,123.5199966430664,124.95999908447266,111.10722351074219,7159000
2020-02-14,125.29000091552734,126.1500015258789,124.79000091552734,126.13999938964844,112.15641021728516,5889100
2020-02-18,125.83000183105469,126.18000030517578,124.83000183105469,124.87000274658203,111.0272216796875,6767600
2020-02-19,124.8499984741211,126.47000122070312,124.6500015258789,125.44000244140625,111.53401947021484,4734000
2020-02-20,125.47000122070312,126.76000213623047,125.12999725341797,126.58000183105469,112.5476303100586,6094600
2020-02-21,126.12999725341797,128.07000732421875,125.9800033569336,126.69999694824219,112.65434265136719,8723900
2020-02-24,125.26000213623047,126.58999633789062,123.13999938964844,123.30000305175781,109.63125610351562,7533900
2020-02-25,123.0199966430664,123.95999908447266,120.87999725341797,121.43000030517578,107.96856689453125,8903200
2020-02-26,121.41999816894531,122.38999938964844,119.8499984741211,120.16000366210938,106.83936309814453,6894200
2020-02-27,119.12000274658203,119.91999816894531,113.43000030517578,113.5,100.91766357421875,13298900
2020-02-28,109.45999908447266,113.2300033569336,106.66999816894531,113.2300033569336,100.67760467529297,22784300
2020-03-02,113.19000244140625,119.79000091552734,112.55000305175781,119.55999755859375,106.30586242675781,12399800
2020-03-03,119.7300033569336,121.83999633789062,117.13999938964844,118.16999816894531,105.06995391845703,12510900
2020-03-04,119.87999725341797,124.69000244140625,119.5999984741211,124.5,110.6982421875,9459300
2020-03-05,121.30000305175781,122.9000015258789,120.27999877929688,121.62999725341797,108.14639282226562,9363500
2020-03-06,118.02999877929688,122.61000061035156,117.55000305175781,121.66000366210938,108.1730728149414,9817400
2020-03-09,115.2699966430664,120.02999877929688,115.12000274658203,116.05999755859375,103.19387817382812,13116500
2020-03-10,118.95999908447266,120.81999969482422,114.44000244140625,120.55000305175781,107.18611907958984,11419100
2020-03-11,117.5999984741211,118.44000244140625,110.68000030517578,111.58999633789062,99.21939086914062,16456000
2020-03-12,103.0,111.58000183105469,101.0,101.83999633789062,90.55024719238281,20988000
2020-03-13,106.5,114.62999725341797,105.41000366210938,114.06999969482422,101.42446899414062,17378700
2020-03-16,101.75,115.94999694824219,101.0,108.5,96.47193145751953,17367400
2020-03-17,111.44999694824219,119.69999694824219,110.7699966430664,118.23999786376953,105.13219451904297,19451400
2020-03-18,113.0199966430664,121.5,112.08999633789062,117.44999694824219,104.42977905273438,23139200
2020-03-19,116.61000061035156,118.0,109.79000091552734,110.83000183105469,98.54364013671875,16428100
2020-03-20,109.19000244140625,109.69999694824219,101.58999633789062,102.43000030517578,91.07485961914062,19922900
2020-03-23,100.19000244140625,103.75,94.33999633789062,97.69999694824219,86.86920928955078,17776800
2020-03-24,101.2300033569336,104.0,96.06999969482422,103.2699966430664,91.82173156738281,14625500
2020-03-25,100.51000213623047,104.69999694824219,98.5999984741211,100.91999816894531,89.73224639892578,13789100
2020-03-26,103.87999725341797,108.30999755859375,102.52999877929688,107.37999725341797,95.47611236572266,15796000
2020-03-27,106.48999786376953,114.29000091552734,106.48999786376953,110.16999816894531,97.95681762695312,16073100
2020-03-30,113.9000015258789,115.79000091552734,110.19999694824219,115.0,102.25138092041016,14571600
2020-03-31,113.5,114.29000091552734,108.94999694824219,110.0,97.80567169189453,21691000
2020-04-01,107.94999694824219,112.18000030517578,107.0,109.33000183105469,97.20995330810547,11095800
2020-04-02,107.69000244140625,114.98999786376953,107.5,114.4000015258789,101.7178955078125,9168800
2020-04-03,113.73999786376953,115.9000015258789,113.01000213623047,115.08000183105469,102.32251739501953,7768700
2020-04-06,117.0,119.0,114.58000183105469,117.80999755859375,104.74987030029297,16848400
2020-04-07,116.70999908447266,120.05999755859375,112.5,112.7699966430664,100.26858520507812,14438400
2020-04-08,114.38999938964844,117.30000305175781,111.86000061035156,115.0999984741211,102.34029388427734,12564500
2020-04-09,115.26000213623047,118.66000366210938,114.19999694824219,114.66000366210938,101.9490737915039,12747300
2020-04-13,113.61000061035156,116.75,113.16000366210938,115.94999694824219,103.09605407714844,7926700
2020-04-14,118.76000213623047,121.47000122070312,116.25,120.95999908447266,107.55065155029297,10474200
2020-04-15,120.86000061035156,123.41999816894531,119.58999633789062,121.22000122070312,107.78185272216797,14192900
2020-04-16,122.3499984741211,122.5,119.9000015258789,121.5,108.03079986572266,12020200
2020-04-17,122.44999694824219,124.98999786376953,120.54000091552734,124.69000244140625,110.8671646118164,15899800
2020-04-20,121.47000122070312,123.2300033569336,120.54000091552734,120.5999984741211,107.23057556152344,10832000
2020-04-21,119.5,120.30000305175781,118.43000030517578,119.68000030517578,106.41255187988281,9465400
2020-04-22,119.98999786376953,120.27999877929688,118.77999877929688,119.4000015258789,106.16360473632812,10259400
2020-04-23,118.6500015258789,119.66999816894531,118.05000305175781,119.4000015258789,106.8716049194336,17277000
2020-04-24,119.0999984741211,119.76000213623047,118.62000274658203,118.77999877929688,106.31666564941406,12751100
2020-04-27,119.19000244140625,119.19000244140625,116.9000015258789,117.44999694824219,105.12621307373047,10635700
2020-04-28,117.0999984741211,117.91000366210938,116.16999816894531,116.88999938964844,104.62496185302734,9958000
2020-04-29,117.5199966430664,118.05000305175781,115.08000183105469,117.08000183105469,104.79503631591797,8707900
2020-04-30,115.91999816894531,118.27999877929688,115.66000366210938,117.87000274658203,105.50215911865234,10026400
2020-05-01,117.5999984741211,118.37000274658203,116.31999969482422,116.81999969482422,104.56231689453125,7366400
2020-05-04,117.08999633789062,117.19999694824219,115.0,115.7699966430664,103.62249755859375,5636000
2020-05-05,115.80000305175781,117.26000213623047,115.20999908447266,116.01000213623047,103.8373031616211,5425200
2020-05-06,115.54000091552734,116.13999938964844,112.88999938964844,113.0999984741211,101.2326431274414,7892200
2020-05-07,114.05999755859375,114.13999938964844,111.81999969482422,112.16999816894531,100.4002456665039,8762800
2020-05-08,113.5199966430664,116.30000305175781,113.38999938964844,115.94999694824219,103.78360748291016,9279900
2020-05-11,115.75,116.01000213623047,114.91999816894531,115.30999755859375,103.21076965332031,6947500
2020-05-12,115.19999694824219,115.9000015258789,114.13999938964844,114.55000305175781,102.5304946899414,6734400
2020-05-13,114.27999877929688,115.3499984741211,113.7300033569336,113.91999816894531,101.96659851074219,9312600
2020-05-14,113.54000091552734,114.44999694824219,111.25,113.80999755859375,101.86814880371094,9310000
2020-05-15,113.93000030517578,114.79000091552734,112.05000305175781,114.61000061035156,102.58421325683594,10694800
2020-05-18,116.02999877929688,116.98999786376953,114.70999908447266,116.20999908447266,104.01632690429688,10020800
