userId,movieId,rating,timestamp
716,695,3.218174558826324,1029143106
933,285,3.037659629592908,1053934710
762,1944,3.1366984517303678,1066799357
744,1304,2.652776060975741,1053018927
35,100,2.0932708285297075,1017635144
669,602,3.231178549652757,1028101649
146,679,1.8012040827244822,1003394528
491,426,2.055002566341709,1006841442
110,1272,3.034109602207079,1047489200
480,1737,2.1040383391108435,1073983655
270,403,2.9582720124716912,1021628712
939,1396,1.9150831956993504,1036781043
579,1087,1.9860021528874279,1090132341
731,1813,4.834019989700744,1078350244
430,184,3.4517886083529254,1075892998
83,1595,3.4573118457511427,1051734052
889,1646,4.290311204984096,1015081947
115,280,2.1722479514144286,1066126281
316,1643,4.781834541352591,1031180179
52,938,3.0726928966957825,1080105677
769,19,1.7956173430037432,1079807713
42,1205,2.0953155454245933,1000632361
579,1973,1.5583341682511147,1082698203
536,1089,2.6330478039279015,1099600352
278,1176,2.5463267656406403,1069686955
893,1642,3.672795576783452,1080708018
111,819,4.397486646825056,1060027848
96,798,3.1899154504525455,1000977260
918,102,4.2513315899435185,1008452502
890,1839,3.20296074946686,1028294681
520,1307,4.840664584496423,1064810910
630,1047,3.412271116012067,1087357575
37,1725,3.1501533035271105,1010610839
395,1714,3.4770877681178223,1004965834
718,1428,2.2658569893053264,1024169032
177,481,3.3616461349132822,1095384195
890,1608,2.177927871294004,1039639155
631,1433,4.694236880925824,1023860932
704,1850,4.378853560565774,1031259975
793,1982,3.093037009333848,1022465569
581,1692,4.132889490779752,1070082273
405,186,3.904642596177126,1076173432
837,1384,2.0233820484459053,1022002079
309,583,2.368310064010556,1080179088
742,1890,2.605201604037203,1078199106
497,1798,2.129928627006538,1083979979
982,1702,2.115696502479157,1068063140
631,930,1.5181448208225197,1096131139
233,215,3.161441300399867,1043487156
699,807,4.289995939482015,1027633368
441,1364,4.114714539284367,1024322014
907,398,4.050879248328331,1066734607
7,1662,3.933734659420888,1030429315
780,275,2.152056894431561,1052285790
40,842,2.8925965508945746,1083185994
191,1128,2.6181408272772835,1028689191
486,134,2.489437351219328,1059185417
164,939,4.697788456137468,1024695076
516,1648,2.420465920525726,1055408449
800,945,1.8236024101128243,1019704862
863,372,3.7344400608411954,1054170243
18,1120,3.7019981249955487,1047510160
773,1663,3.493260130487779,1072038839
426,179,3.156303985493715,1008503384
836,601,3.9666999797396674,1070458114
688,332,1.850116430826735,1055582906
820,261,3.5726733396292687,1045461892
499,1310,2.437477859573831,1050149899
474,895,2.379792593219727,1009866437
265,776,1.5758085274049851,1035116038
941,1825,2.186373141161857,1045355756
491,1915,3.525068289664621,1090159713
640,725,2.591348941482935,1006281237
510,687,2.035784828924004,1031099897
22,507,2.2845812064335327,1006645610
257,1957,1.9800497265930517,1084255055
991,390,3.7431842075176247,1013832100
694,559,4.330766932676241,1069707217
263,10,3.352546884530109,1096601828
495,322,2.9632332219413815,1094822661
685,1213,1.5343870623746976,1068191123
678,654,3.165220200409808,1030933250
272,93,4.333065168242054,1065530217
316,150,2.502730886686316,1055415679
334,763,3.8564319806845755,1013282809
933,84,4.900629860192669,1033296608
506,1818,3.99062846448779,1066377048
279,328,3.3629280885842947,1060775741
926,575,2.945475237925697,1043447008
566,901,2.3688878894930867,1082877976
926,566,3.118636329868031,1066632004
413,1011,3.4867509812268946,1087356345
452,395,1.6455255714919261,1070179588
889,1774,1.7978124741190693,1075130746
483,529,2.158065024688979,1026313212
422,371,1.5883999249536287,1020161293
904,1562,1.5996200844707904,1076957446
234,1390,2.1034303339156457,1048793120
39,1813,3.595451643587192,1066737059
602,178,1.8544022627196346,1016095866
393,1423,3.8130861311102455,1035401636
924,1326,2.3484959159043894,1068662138
339,1143,2.662106152586153,1080973750
934,711,2.283493014189912,1040805326
240,1922,2.259071605650673,1046945967
234,489,2.0423856481090374,1021875093
985,639,3.3294452588989873,1047865663
116,1331,1.5095581532234492,1015084738
730,227,2.855804783640599,1027935294
24,331,3.9659073434121677,1033138289
767,1431,1.7626380691768766,1031680318
637,1437,2.4174040062687197,1048478033
594,822,1.7127101034893522,1077433016
852,1734,1.7900946409864384,1073389926
530,504,2.322043301765086,1070182638
955,658,3.595168294848925,1014659473
862,604,1.7282449084764688,1079443713
610,183,2.8866563932101275,1066366165
329,493,3.4965390698132,1022829437
304,1091,2.489275257191638,1030528656
266,1594,3.4613122659140845,1037415558
